Id,SalePrice
2658,151178.72499300112
2718,174554.1025509816
2414,206738.5697918937
1989,125410.78854176597
625,175036.00646061657
333,84083.77440090138
1327,93878.47634826257
858,152211.38302856538
95,186388.07693975724
1568,166008.17060115235
2482,172845.07689465457
1364,118182.55254451011
2584,180062.61060054784
818,275842.1347394071
2673,166870.55908631685
2089,116668.96483537668
1297,164100.18084548623
790,112318.8921381112
2616,167827.48691435537
720,211675.16922146291
222,142911.7993041991
557,134683.10159616673
1148,202252.55215661696
2766,182438.58910321843
534,181610.48593322275
1452,131577.92339447225
630,133589.24072798918
2648,113727.8116218325
125,169697.15379895634
1904,54578.31919799355
1670,115677.90257571635
756,99527.09584041372
717,211457.56166857915
1032,147588.8514184868
852,220903.3083577046
1731,171725.14337111593
2639,118050.92380727232
2071,75718.70657060498
1267,133520.01199264676
1851,188165.97389695086
567,167267.95435527642
2439,207765.06405815523
1898,138096.98927180914
647,171372.36809913465
2256,231871.24737493438
979,90559.44166971237
1444,225610.38466167566
2485,106204.82485999871
157,113538.1016481473
88,117206.22004305845
2003,101725.326315691
186,207344.39402951775
1425,239535.3285043015
2695,112278.59444422902
738,105289.07772661129
395,145937.9346875176
1353,164935.92731188767
1878,143486.13848147527
390,163157.78939079458
1456,228789.7767945351
1103,312159.36208239116
1387,139639.9980082532
2070,154558.92438663583
1199,185476.55732002953
2479,177167.95484974748
501,328115.69859142124
2362,76868.15266460076
1718,234692.44541280868
2188,53783.48196106666
1483,171072.47605369144
2557,87903.26287597748
437,338097.0209768943
2224,200139.4723760891
1628,182221.80913753452
397,142673.41686803964
587,202109.06400240076
2182,505497.2839825882
971,144575.47830625915
2611,133963.44181339713
1887,98135.40253755073
2399,374209.6728618926
2148,196251.50975189524
304,125316.53101390188
1997,121170.26492103074
2817,116050.44808026309
1431,197415.7137066307
427,349559.78855621436
263,124890.49816457584
598,198040.75531520153
2895,248701.46387178998
687,155964.0260469297
1822,122301.41894583066
2191,90988.52385759327
179,131564.25642910038
1009,259564.00639635097
2010,108812.83946361013
1991,145171.7111272433
1411,149710.41924593947
1721,272062.2650138354
1144,192538.69262860925
593,217830.93223376013
575,314525.1669034789
1249,186763.36554470006
1604,108809.22144431814
1064,430040.7247848525
1923,156019.36514528483
1988,97289.00267184459
2325,166747.53785722845
114,203898.40644640537
2700,195595.07891889842
217,111125.42400882441
343,171680.80317422556
386,221707.43794571288
2005,99266.32542530155
2908,124009.99404940195
1814,235180.06262266036
2446,464871.53608049423
208,170347.88788327487
1679,111137.68582006049
822,318468.26615428354
6,173663.81644404843
1781,347799.9568177118
2397,300604.59575209353
2340,339368.4186227396
1618,175090.61846505487
2843,165719.81980772712
1061,345170.78255470865
2786,120966.76648802898
1935,117115.83587051783
1341,118418.46768648647
521,252188.76139944524
2136,150884.77744152865
996,210507.52321016393
227,153709.0634961665
135,187932.0409462675
1167,171608.85363796598
294,244348.93562186285
1776,194807.79473011044
540,179545.41811575764
1717,234690.76848714944
2303,127720.25996136086
116,176765.0742312799
127,140948.7366687161
1371,130343.89748181867
1014,190724.67810826955
1507,85315.46401526863
702,152244.24998076865
750,151754.10433226553
261,168077.2086805917
1559,76840.49761265809
577,229495.9828713672
2812,194098.27180853943
2080,139543.98830444404
1368,109549.86471660399
2376,117736.46635690676
659,129298.1485519377
1235,137900.7630524733
332,65025.53242117235
1917,128136.13281074143
2094,257770.15647534688
1460,257952.62555411475
1471,212468.97056000817
1509,108425.18935044638
1922,120451.8928857324
433,434200.8681501695
460,299479.48638684815
1116,228329.03312121716
1137,162376.98027201765
53,184362.5439902824
2354,232987.00970825343
1475,212743.19596593405
1761,446310.334439065
842,132296.5896078969
2739,174311.2059394436
2509,161560.81631383268
1007,204690.98423151663
2610,165272.41566270846
1952,82503.82749835448
2719,159655.11747977225
2921,79772.7155549948
1966,143740.85316325445
292,118867.2970477757
1204,184591.46429251035
1829,258953.5052509912
2419,181813.083036585
391,167959.87204010843
798,118535.65127669252
481,199509.66827130574
193,199712.97336587278
555,121684.42551488959
899,56601.46078352
2357,189427.0320023736
328,140198.9615738026
1356,132120.9711769595
1154,125471.8299421431
1730,178427.0692607474
2249,155905.23427785593
1119,270083.81282969785
2856,146926.80695479846
1394,123408.57003777198
2587,132114.5454877406
61,326609.75869823986
2661,170092.7557277207
2711,144495.30486261722
1147,192542.5718673321
757,127858.97994494365
2623,111471.7232231298
2378,156757.46560032287
1413,151148.37983084092
1722,260949.3568476857
1112,223230.79649526632
1623,176621.96412591814
1201,207678.93425528082
1513,106752.60341749406
957,439612.12571093347
1171,236197.65504777973
1145,205194.4741101902
2726,233252.62615390355
703,151242.95428363443
760,87056.94580008961
1964,152260.64583658215
2512,201678.88743348545
159,143165.45625589637
1281,173919.8330068742
468,186868.25307639863
290,128411.41929762825
665,121604.03084553359
1463,253323.59207860712
1792,203781.74215542767
923,124319.22928366074
500,292646.97126047465
1408,174558.27637091637
331,83581.06820072043
170,147577.01819670998
2192,86035.04588106828
2571,290784.75958252326
2314,168111.18428201936
2647,93114.20994657617
422,423305.63483973895
2457,299349.48999055655
1838,193973.10027654943
2805,234517.96296879786
1645,173016.46203337068
1711,301433.1250170007
2825,228203.23685444926
322,318024.3420156917
2103,245363.2436408034
342,114722.2356240476
600,118932.11030257562
488,175140.36856827256
1725,320631.5450249261
2246,258556.90960110672
2847,155202.34671539953
806,232534.80526496068
530,220665.93280534417
963,187471.98593626224
2678,94815.48241733143
171,77025.27831655597
2401,401051.49825160607
805,216932.78951515068
2259,230305.6718918345
1748,192569.86355586117
1361,132018.2345912876
1677,111885.06263490449
1406,156746.89513266378
2322,228692.47974547307
688,163434.64284445043
143,124652.71741380889
804,208528.48324301475
1214,212974.16369747277
2828,144947.16314359187
1999,202927.14717686025
2467,186507.3863592681
2665,157729.94977217756
1538,313026.06051683764
398,111926.88376723317
2822,132937.17122483707
2157,150835.527061297
1856,202574.95004621832
1269,103169.10365456389
2570,105168.89567457682
2320,227566.76231997658
1517,154770.60947318192
2304,115269.75175256557
1312,100760.45041389584
2012,134152.70295669348
506,272141.2495229476
2865,211485.83363435057
2367,103779.4435783784
554,92941.60310177437
238,126331.5198615667
1954,118441.51057568414
2488,130275.13236840517
2291,71140.53630922613
1969,117298.51516621637
2725,146439.6151137816
1482,153563.7774041823
2763,204541.33652369323
503,272195.1863403856
1584,247502.99080239845
1531,159790.78231058572
2210,186571.45833115047
459,336688.4882092761
556,122049.2426082087
1347,140842.9892092601
1290,61661.29484797633
1388,102191.47812244584
1571,332111.8897204425
2754,194211.1127372047
765,150370.2546917344
2494,119522.47233772716
2870,231404.84372599327
7,261358.0339502584
1114,237190.22007838383
2418,255821.3877917492
291,134516.97638312285
18,339162.0416728442
39,354359.15747993253
1001,286701.70027146814
2442,227943.08578270092
616,121838.168831791
2680,59869.60813694427
1414,126673.03310760288
289,163845.92486648835
40,266803.63362657453
860,123051.08939702544
409,131126.15676616377
673,159748.6246173094
2427,201520.91018032827
2036,187926.600890241
2564,135990.62072755359
642,177511.11343371574
1008,175458.9563184188
1908,168660.86671943255
2519,241275.37299474695
1369,96060.08236497497
2855,156193.14520177466
712,105763.10182761533
1943,129480.80637930565
1958,136677.72522878283
107,204391.12981374105
2295,189386.82266100307
704,91808.2320218243
676,155765.25358827654
259,172732.58624967886
93,289712.5313809438
106,226923.56600938347
2315,172853.9200289475
1050,100888.04390612073
1095,209333.66137926598
2709,161003.90964015797
758,148687.0368362752
1496,159599.5962012611
2370,120252.53353792016
2458,265136.40950557956
2733,112180.11987736511
161,250865.7540757796
726,147136.47203543762
845,211038.80349518426
947,239197.98139358562
2232,112714.31704751748
2563,162688.31038545986
2299,143748.3612212296
211,106010.19568522429
605,171592.89362070733
1478,202209.0249420268
2247,259610.92136377795
2274,227233.6480939215
2869,197848.87938497547
967,205109.08902044198
2656,98069.00891769472
667,217064.94991038973
1042,111551.13480022059
2023,173420.1113827246
2447,356891.9293674951
2055,135267.97002903945
2275,289398.9946605722
2204,181253.8637310124
1563,262043.65173434827
483,246631.42809991474
796,150659.89578441178
1526,170337.8183940095
2042,145906.26884012797
442,344618.5797303806
1693,316800.2223442347
1468,220070.78319748584
1430,205324.4205067387
2605,167509.97775067037
1529,191850.87614158072
335,146955.2409640778
1287,120213.06670774202
31,101539.04490088412
1785,280961.05557894584
82,170116.4418895078
2620,127717.8280396817
252,165807.08464800066
721,72221.15070113377
2165,178178.0994437898
2316,178722.4492411364
775,147056.8059467129
1558,99080.79322908571
17,225169.04971408728
1022,237899.62896208497
925,127094.85243706669
438,298466.6667202012
1270,156395.45611257845
1272,128834.52852899376
215,158900.12208825606
266,227059.6285804311
2402,291326.8683936266
1250,145780.69404173954
1984,117382.82283871266
1279,155874.9941767886
377,236871.12365932766
1252,118419.35533409972
2156,248781.48692754604
499,331621.55222355307
1374,135929.99529031746
2898,218049.62573875184
401,114829.6420834011
2721,143816.62266955414
2078,235833.8552611675
2589,121244.62583494681
1946,216041.87415892642
1334,125567.13260466306
2781,217140.75457556825
431,366731.42142976087
576,233235.4532179496
1474,205679.72891053127
2254,156308.91427665777
2155,272895.54558636877
885,89823.43535796092
643,147043.97185149847
1944,129730.07839608566
480,199894.50402113036
2845,95570.41842658435
2387,314745.821606725
2407,232497.34446435072
2527,175557.82555437417
2514,157713.27142054497
629,148792.03667754418
80,199291.90177339295
1876,129794.85202300528
1546,106040.6234138961
2518,184621.69084350023
2347,173347.54964691197
783,213898.14221418253
1322,16886.17644431154
194,77724.78380819343
1770,303777.28904720343
2143,118185.02501831003
1229,232311.14746739547
511,257184.63864418436
46,248804.14592643245
1348,175914.02065934183
2465,185521.16625689776
387,231136.8152969368
873,216707.0380122486
1918,125981.77225605045
2764,237035.8656370168
2184,117478.8134490137
934,145758.6380654018
1920,112593.78807930532
2631,157622.80548498116
1768,537165.6026505932
2040,107255.17420501157
1749,215198.80240790168
834,232628.02170282396
1457,226659.49274290315
79,122603.55037293804
2302,136468.85527819107
1817,137805.86387971923
2755,229752.48520556197
359,170973.01241361795
2059,105966.34563515947
2092,239050.2519906856
2516,210038.8463143949
150,122278.62457303007
1656,105843.4704448644
83,114252.38932026025
2411,189063.09410372705
795,64540.47614861326
2312,218344.7104924191
2917,98367.41930669225
1624,181906.02614541107
2215,283826.55739708105
1211,138170.5070659415
1485,175946.5445775762
1024,185851.01329981603
570,200554.8867801982
2874,146146.15065143642
700,135335.50677679354
2756,198927.5384124459
2022,173393.31002495805
583,243772.0060871908
2392,366450.3533049147
2424,182459.23140442034
212,94463.60797997692
736,124961.62964402733
1610,160851.55523067483
890,111225.95328688779
467,179858.31152852043
578,231373.28265242215
1747,208083.02546727128
1149,174098.32677892403
2758,224393.77494016316
857,142651.53233671392
2219,287105.74354638625
733,126328.99212079044
2909,121169.46522366328
1798,243000.6317366522
235,119167.59517342245
2366,116075.6846212599
1027,130782.73840246632
1195,156972.40636233843
1303,36155.48353924768
148,182203.9404711253
608,158482.37833579374
2515,202362.2029001083
821,271626.57559542655
2500,294276.4213065729
745,97775.43442232283
741,129520.79689533048
1611,160238.01007036443
2532,123882.40283251063
1081,234902.67198232445
1692,407309.5158642459
2520,216416.82867469956
276,110815.75375424293
1992,129335.75284553725
663,14070.111501918815
418,129309.23328380108
1733,185357.62969683186
2359,146334.5216166492
253,196358.68295719853
1518,170648.6473650232
2035,141036.85395551115
2919,69026.360020117
1540,227788.14902437362
2120,148747.96688328302
1674,182762.87887270493
256,154371.38268583393
2361,92874.76835703231
978,85378.30554023063
2280,149925.95790332282
2095,243212.6725017717
1709,332778.005794083
2801,219737.185113388
1246,114484.35542883592
2373,109681.120433355
1055,305290.44902391115
2017,116740.32409890002
1099,302669.4592106362
1344,67675.48832444417
835,197841.38274212374
1117,200772.2415233267
2043,89846.60063098416
