Id,SalePrice
2658,152219.7361031978
2718,175029.45120480037
2414,206665.15669511503
1989,123887.05008751093
625,173553.32986155347
333,83308.9554658141
1327,92714.26492203659
858,152535.2170464215
95,187934.81651932708
1568,164927.6632447835
2482,172439.38408125457
1364,117790.97091591236
2584,179476.78943315448
818,278926.0254581174
2673,167964.88578060348
2089,117383.18742757775
1297,162784.21159525434
790,111721.73806066175
2616,167532.16461773484
720,213082.46555886552
222,141850.7782527696
557,132992.9594564309
1148,201758.47383167173
2766,180477.4021417479
534,181911.15619299313
1452,130653.0008858405
630,133019.6779923964
2648,114021.6003194736
125,168818.762098553
1904,52758.316380402845
1670,114207.48488962514
756,98319.98337192646
717,214044.68227068539
1032,146848.99162393925
852,219707.28133185953
1731,172228.1480442218
2639,117492.52914119915
2071,76327.59170201115
1267,132555.14445052357
1851,188551.43031928872
567,166073.40887821236
2439,209177.52792106895
1898,137611.5184398345
647,170217.284206389
2256,230224.24965577756
979,89993.16910975346
1444,225581.3979235689
2485,105166.68373210545
157,112791.10293141883
88,116529.15518374255
2003,101187.5786740098
186,210332.9930080062
1425,238044.94633577866
2695,112212.54452642163
738,103913.05817051297
395,145481.1901850112
1353,166732.12718377856
1878,143144.1024918239
390,162679.07479752175
1456,229468.67413244856
1103,310563.7398112875
1387,138541.19179758412
2070,151485.45354533748
1199,187872.33868591927
2479,178592.12429998236
501,325909.78908638493
2362,75192.54668531207
1718,233763.93303421928
2188,52651.29028834379
1483,169162.43910497977
2557,84637.13666995305
437,340769.14233288576
2224,196292.62670049406
1628,182953.2836394272
397,142718.05703256992
587,201365.857088688
2182,509268.9628392577
971,145668.54346509825
2611,133589.97419498357
1887,98336.68702730427
2399,375285.843731035
2148,195928.56705980955
304,124239.10689664766
1997,120800.95283656294
2817,117243.28576084436
1431,198640.97427586958
427,350973.7820123343
263,123585.66471000151
598,195947.3225674483
2895,248241.62231032382
687,156674.61866958142
1822,122013.67914864606
2191,91000.48819542478
179,132571.3174075216
1009,259643.922897749
2010,108896.97482220066
1991,145476.38756640712
1411,148900.53542895892
1721,271864.39709746826
1144,193355.97094204443
593,219832.6015046705
575,314909.4272841302
1249,185597.78615177935
1604,108040.47523720787
1064,430945.16280211613
1923,154550.45728309953
1988,97504.59986321985
2325,167544.94797004753
114,204418.93741637867
2700,196247.24070215315
217,111087.37128342796
343,169862.39375332362
386,223314.12497326144
2005,99645.50555240473
2908,123901.80766448
1814,234798.98447830573
2446,467015.01100440463
208,172032.34309926376
1679,110223.1201422052
822,317797.69327775785
6,173556.65946783122
1781,347509.35879067506
2397,300494.9620890145
2340,341199.0865817942
1618,175677.15254912767
2843,166820.34826820166
1061,348000.2450796211
2786,119606.0695766908
1935,116484.03509099237
1341,118073.15077792032
521,250896.3144254879
2136,148924.5767112266
996,210358.44185194853
227,152756.49474062797
135,186774.59052466694
1167,171440.87127158802
294,245184.72002546221
1776,195390.65146369673
540,179515.3173133049
1717,233762.28767190507
2303,127793.61058975733
116,176600.06208639615
127,139586.27625511278
1371,131204.17970532947
1014,188908.23671962676
1507,87432.26587933133
702,152462.36165644962
750,152559.77784680336
261,169067.94149125088
1559,74873.97454095886
577,230150.81944459607
2812,195611.13149316193
2080,140809.31248621235
1368,109929.10089114889
2376,115745.04455245567
659,128335.37271527821
1235,137534.35683709232
332,64077.948252313
1917,128027.13068656574
2094,259131.26416395156
1460,259363.80827505336
1471,211658.40828326528
1509,108568.56698985645
1922,119866.6527759017
433,435906.130784605
460,300931.16981967096
1116,226714.38570782344
1137,161964.94954308655
53,183972.47265358912
2354,235655.22784630663
1475,211647.36447251888
1761,451944.65236596676
842,132055.6493332636
2739,172976.9459961756
2509,162369.2493456113
1007,206329.95162923832
2610,165872.53905852253
1952,80593.75974768668
2719,159174.21113443642
2921,78786.289462749
1966,143249.55888962728
292,118333.66847857066
1204,185082.8629257554
1829,260026.6661099965
2419,183144.74002135338
391,167500.8133887178
798,118727.89420271013
481,199999.86356215182
193,202228.32520897317
555,120501.30302722202
899,55912.65245243588
2357,190306.44330213164
328,138949.76643639192
1356,131527.59140480612
1154,125329.24605765307
1730,178699.50632393337
2249,154477.88503676813
1119,269347.6832582329
2856,145214.7714982646
1394,124462.37625861948
2587,133059.2574720163
61,328413.63409536274
2661,172075.03790006108
2711,143401.77032327699
1147,193278.9587763607
757,128770.10608601829
2623,111517.32937424217
2378,157507.6349406839
1413,151730.06945821317
1722,260444.81979695478
1112,222591.77209457668
1623,177884.2099218078
1201,207986.55583064098
1513,107263.8956012559
957,437379.65454882785
1171,235971.49029948877
1145,206741.17362979532
2726,233058.95236174812
703,151475.11947202482
760,86433.00115279498
1964,151734.91295805151
2512,202408.0423352808
159,142107.84066680662
1281,173613.18282838396
468,186913.94919597052
290,127012.35942598528
665,120510.05154263583
1463,255141.84942153067
1792,205801.5628881734
923,123285.5104685825
500,291826.06762762135
1408,174175.627108812
331,81947.98906082948
170,146211.8594121931
2192,83915.0253963596
2571,293394.89238712844
2314,169042.56792776615
2647,92149.21565238171
422,423642.9864297559
2457,299950.48975177103
1838,194502.74569286432
2805,235462.07455814222
1645,173051.30925016254
1711,304560.3143798042
2825,231419.23321887793
322,319852.73805340205
2103,243617.96874818
342,112912.09042172313
600,117355.86238638932
488,176155.6017343359
1725,322855.8475467302
2246,257115.94746048632
2847,154702.9255940113
806,234193.9205274073
530,222433.6955298276
963,186481.8490068231
2678,93130.10558778793
171,77059.2181302745
2401,403221.97836335085
805,217878.958436191
2259,230112.6401002114
1748,193086.3092577538
1361,132729.49990003865
1677,111344.75099415574
1406,153294.07839112647
2322,230881.430349757
688,163763.8921747098
143,124117.13239816701
804,209981.63677214534
1214,209116.46445418696
2828,145194.17402416887
1999,204015.53202957593
2467,187780.39476444275
2665,158908.19489440258
1538,316112.5563036368
398,110573.56044529408
2822,132687.47154674245
2157,149130.49463246585
1856,202627.59201797325
1269,103763.56159717598
2570,104776.42442081569
2320,228921.0903530508
1517,155911.99770271187
2304,114566.76740390697
1312,100465.41508862378
2012,133860.32783084514
506,272376.52346474427
2865,214387.04827069098
2367,102628.9008089077
554,90763.71412151294
238,125309.8565235594
1954,117878.4305576881
2488,132041.28779376874
2291,69731.08528273349
1969,117809.18781377403
